logistics_id,transport_date,transport_type,destination_type,related_id,distance_km,fuel_consumption,transport_cost,driver_name,vehicle_number,start_time,estimated_arrival,actual_arrival,status
295,2023-11-18,Вантажівка,Виробництво,1055,352,6.52,731.85,Борислав Скиба,AA6180AA,2023-11-18 05:00:00,2023-11-18 10:52:00,2023-11-18 11:49:39.292164,Доставлено
296,2023-02-09,Вантажівка,Постачальник,1401,140,26.31,3687.63,Мілена Артимишин,AA2516AA,2023-02-09 05:00:00,2023-02-09 07:20:00,2023-02-09 07:13:19.883781,Заплановано
297,2024-03-05,Фура,Постачальник,270,986,5.56,1248.61,Мирон Лисенко,AA6469AA,2024-03-05 20:00:00,2024-03-06 12:26:00,2024-03-06 12:43:44.853864,Доставлено
298,2024-12-29,Вантажівка,Постачальник,435,903,22.15,3887.18,Ярослава Баранник,AA3480AA,2024-12-29 01:00:00,2024-12-29 16:03:00,2024-12-29 18:15:54.278803,Затримка
299,2024-12-03,Фура,Постачальник,867,762,6.18,2083.24,Мілена Чарниш,AA6001AA,2024-12-03 08:00:00,2024-12-03 20:42:00,2024-12-03 21:50:59.399964,Заплановано
300,2024-11-18,Мікроавтобус,Виробництво,1234,663,7.5,3198.08,пан Антон Тарасенко,AA7659AA,2024-11-18 16:00:00,2024-11-19 03:03:00,2024-11-19 03:51:00.764264,Доставлено
301,2024-12-05,Мікроавтобус,Клієнт,542,872,27.14,1522.49,пан Гліб Стельмах,AA5854AA,2024-12-05 03:00:00,2024-12-05 17:32:00,2024-12-05 20:04:25.896589,Затримка
302,2023-05-09,Легковий автомобіль,Клієнт,868,497,29.56,3430.59,Гаврилів Віолетта Леопольдівна,AA2951AA,2023-05-09 12:00:00,2023-05-09 20:17:00,2023-05-09 20:12:42.711182,Доставлено
303,2023-07-28,Мікроавтобус,Склад,758,749,15.15,2990.72,пані Маруся Гоголь,AA5815AA,2023-07-28 07:00:00,2023-07-28 19:29:00,2023-07-28 19:36:34.640380,В дорозі
304,2023-03-24,Мікроавтобус,Постачальник,1255,25,5.51,4196.03,Анастасія Гресь,AA2526AA,2023-03-24 20:00:00,2023-03-24 20:25:00,2023-03-24 21:48:37.467323,В дорозі
305,2023-03-11,Фура,Постачальник,107,408,6.29,3086.09,добродійка Соломія Якимчук,AA5679AA,2023-03-11 14:00:00,2023-03-11 20:48:00,2023-03-11 21:13:51.371089,Заплановано
306,2024-02-09,Фура,Клієнт,45,796,7.74,1455.75,Дубас Стефан Опанасович,AA5943AA,2024-02-09 16:00:00,2024-02-10 05:16:00,2024-02-10 06:13:26.536030,Доставлено
307,2023-10-09,Легковий автомобіль,Виробництво,256,942,21.49,956.34,Бевзенко Вікторія Лесівна,AA7362AA,2023-10-09 11:00:00,2023-10-10 02:42:00,2023-10-10 02:23:47.855081,Заплановано
308,2023-01-04,Вантажівка,Склад,459,681,29.96,4418.29,Степан Михалюк,AA7611AA,2023-01-04 17:00:00,2023-01-05 04:21:00,2023-01-05 05:55:41.158686,Доставлено
309,2024-06-06,Фура,Клієнт,210,758,29.08,2234.27,Орися Овчаренко,AA1762AA,2024-06-06 04:00:00,2024-06-06 16:38:00,2024-06-06 16:25:39.132082,Заплановано
310,2024-07-23,Вантажівка,Клієнт,585,798,5.7,3429.15,Марія Фурс,AA4261AA,2024-07-23 17:00:00,2024-07-24 06:18:00,2024-07-24 08:22:11.124147,Затримка
311,2023-12-15,Мікроавтобус,Постачальник,1364,559,29.15,4063.13,Трохим Абрагамовський,AA1138AA,2023-12-15 02:00:00,2023-12-15 11:19:00,2023-12-15 12:27:35.642124,В дорозі
312,2024-09-04,Вантажівка,Постачальник,161,539,12.61,646.2,Розалія Дашкевич,AA7648AA,2024-09-04 22:00:00,2024-09-05 06:59:00,2024-09-05 10:59:51.737839,Затримка
313,2024-09-01,Легковий автомобіль,Виробництво,377,283,12.31,1244.55,Єфрем Дрозд,AA1416AA,2024-09-01 18:00:00,2024-09-01 22:43:00,2024-09-01 23:02:54.099014,В дорозі
314,2024-04-02,Легковий автомобіль,Виробництво,447,634,11.37,523.5,Володимир Скирда,AA8616AA,2024-04-02 09:00:00,2024-04-02 19:34:00,2024-04-02 23:37:40.616249,Затримка
315,2024-12-22,Легковий автомобіль,Виробництво,669,838,27.31,3839.17,Лесь Данильчук,AA2693AA,2024-12-22 14:00:00,2024-12-23 03:58:00,2024-12-23 08:30:44.974144,Затримка
316,2024-10-02,Вантажівка,Клієнт,858,131,11.84,3662.58,Еріка Лесик,AA5739AA,2024-10-02 15:00:00,2024-10-02 17:11:00,2024-10-02 22:06:12.399444,Затримка
317,2024-12-06,Мікроавтобус,Клієнт,511,152,5.8,4724.43,Едита Носаченко,AA4046AA,2024-12-06 05:00:00,2024-12-06 07:32:00,2024-12-06 07:24:20.605617,В дорозі
318,2023-12-09,Фура,Виробництво,632,242,8.69,4146.14,Мілена Асаула,AA4507AA,2023-12-09 15:00:00,2023-12-09 19:02:00,2023-12-09 19:03:43.755089,Доставлено
319,2024-03-02,Вантажівка,Клієнт,427,581,26.29,3249.28,Байда Андрій Сергійович,AA4642AA,2024-03-02 09:00:00,2024-03-02 18:41:00,2024-03-02 18:18:41.169929,Заплановано
320,2024-03-19,Легковий автомобіль,Виробництво,1348,660,24.17,2385.21,Миколай Артеменко,AA8426AA,2024-03-19 01:00:00,2024-03-19 12:00:00,2024-03-19 13:36:16.919648,В дорозі
321,2024-02-13,Вантажівка,Постачальник,267,429,15.39,3998.47,Мартин Михайлюк,AA7873AA,2024-02-13 16:00:00,2024-02-13 23:09:00,2024-02-14 00:13:08.577546,В дорозі
322,2023-11-22,Мікроавтобус,Виробництво,557,142,8.35,3039.59,Віра Литвин,AA4586AA,2023-11-22 15:00:00,2023-11-22 17:22:00,2023-11-22 17:37:03.714315,Заплановано
323,2024-10-30,Легковий автомобіль,Склад,239,511,17.24,931.31,Лукʼян Парасюк,AA7208AA,2024-10-30 18:00:00,2024-10-31 02:31:00,2024-10-31 02:04:56.369091,В дорозі
324,2024-12-14,Легковий автомобіль,Склад,221,611,27.2,4344.31,Демид Терещенко,AA4773AA,2024-12-14 00:00:00,2024-12-14 10:11:00,2024-12-14 12:48:35.671367,Затримка
325,2023-03-21,Фура,Склад,151,614,17.59,3080.94,Світлана Твердохліб,AA1797AA,2023-03-21 04:00:00,2023-03-21 14:14:00,2023-03-21 17:06:38.777775,Затримка
326,2024-11-29,Вантажівка,Склад,1421,740,9.44,1636.65,пан Тарас Бгиденко,AA7842AA,2024-11-29 08:00:00,2024-11-29 20:20:00,2024-11-29 20:56:12.858681,В дорозі
327,2024-02-19,Фура,Клієнт,680,844,15.13,4865.32,Богданна Рябошапка,AA4203AA,2024-02-19 16:00:00,2024-02-20 06:04:00,2024-02-20 06:04:31.519563,Доставлено
328,2024-01-23,Мікроавтобус,Клієнт,700,627,21.78,2534.55,Володимир Цюпа,AA9712AA,2024-01-23 18:00:00,2024-01-24 04:27:00,2024-01-24 05:26:02.917561,Заплановано
329,2023-10-08,Вантажівка,Постачальник,251,41,17.51,1059.5,Емілія Прокопович,AA4036AA,2023-10-08 11:00:00,2023-10-08 11:41:00,2023-10-08 11:58:12.988824,В дорозі
330,2024-04-23,Легковий автомобіль,Виробництво,534,756,23.86,3346.16,Валентин Верес,AA9934AA,2024-04-23 16:00:00,2024-04-24 04:36:00,2024-04-24 05:04:55.197316,Доставлено
331,2023-07-24,Мікроавтобус,Склад,278,319,20.84,3188.75,Роксолана Талан,AA4646AA,2023-07-24 10:00:00,2023-07-24 15:19:00,2023-07-24 16:00:03.073925,Доставлено
332,2023-08-10,Мікроавтобус,Постачальник,38,6,20.92,613.31,Петро Якимчук,AA8016AA,2023-08-10 23:00:00,2023-08-10 23:06:00,2023-08-11 02:17:56.970274,Затримка
333,2023-11-14,Легковий автомобіль,Постачальник,102,475,19.73,1456.48,Захар Артим,AA1656AA,2023-11-14 06:00:00,2023-11-14 13:55:00,2023-11-14 13:38:14.489062,Заплановано
334,2023-03-20,Фура,Клієнт,76,815,16.65,2089.87,Давид Жарко,AA3531AA,2023-03-20 13:00:00,2023-03-21 02:35:00,2023-03-21 04:25:37.242770,В дорозі
335,2023-04-05,Вантажівка,Склад,1290,861,20.97,2332.24,пані Камілла Козак,AA1123AA,2023-04-05 10:00:00,2023-04-06 00:21:00,2023-04-06 02:15:10.778942,Доставлено
336,2023-06-16,Мікроавтобус,Постачальник,1381,324,21.88,2895.49,Ірена Ґалаґан,AA3732AA,2023-06-16 12:00:00,2023-06-16 17:24:00,2023-06-16 17:09:14.588378,Заплановано
337,2023-09-23,Фура,Клієнт,444,305,12.5,4307.47,Віктор Нестеренко,AA6569AA,2023-09-23 02:00:00,2023-09-23 07:05:00,2023-09-23 07:57:55.691444,Заплановано
338,2023-07-05,Вантажівка,Постачальник,1049,801,24.67,539.72,пан Леонтій Баранник,AA4862AA,2023-07-05 06:00:00,2023-07-05 19:21:00,2023-07-05 20:24:35.612374,Доставлено
339,2024-02-24,Легковий автомобіль,Склад,200,471,17.22,3770.65,Тимофій Москаль,AA7079AA,2024-02-24 18:00:00,2024-02-25 01:51:00,2024-02-25 01:43:52.651686,Доставлено
340,2023-05-16,Вантажівка,Постачальник,411,225,8.62,960.76,пан Дан Кащенко,AA4522AA,2023-05-16 19:00:00,2023-05-16 22:45:00,2023-05-17 00:10:12.763012,Заплановано
341,2023-10-06,Вантажівка,Клієнт,735,28,20.7,4306.45,Демʼян Демʼянюк,AA9277AA,2023-10-06 21:00:00,2023-10-06 21:28:00,2023-10-07 01:59:20.646689,Затримка
342,2024-07-08,Легковий автомобіль,Виробництво,105,959,14.56,1079.64,Леонтій Павленко,AA3652AA,2024-07-08 04:00:00,2024-07-08 19:59:00,2024-07-08 20:38:41.153446,Заплановано
343,2023-11-03,Фура,Клієнт,759,165,12.56,1632.86,Марʼяна Теліженко,AA9224AA,2023-11-03 23:00:00,2023-11-04 01:45:00,2023-11-04 01:57:07.603339,Заплановано
344,2023-12-03,Мікроавтобус,Виробництво,956,604,10.26,927.5,Яків Вакарчук,AA2298AA,2023-12-03 07:00:00,2023-12-03 17:04:00,2023-12-03 17:40:38.255190,Доставлено
345,2023-06-02,Легковий автомобіль,Склад,1476,598,10.5,2197.05,Давид Хмара,AA1878AA,2023-06-02 04:00:00,2023-06-02 13:58:00,2023-06-02 15:04:07.076909,Доставлено
346,2023-11-05,Вантажівка,Постачальник,1133,409,11.17,1141.5,Аніта Вдовиченко,AA9379AA,2023-11-05 21:00:00,2023-11-06 03:49:00,2023-11-06 08:10:55.420589,Затримка
347,2023-12-17,Фура,Склад,402,542,11.28,3920.2,Левко Рак,AA3784AA,2023-12-17 02:00:00,2023-12-17 11:02:00,2023-12-17 11:41:24.369293,В дорозі
348,2023-04-19,Вантажівка,Постачальник,1454,212,29.36,1939.38,Любов Єременко,AA7919AA,2023-04-19 09:00:00,2023-04-19 12:32:00,2023-04-19 13:38:44.524010,Доставлено
349,2024-06-26,Вантажівка,Постачальник,589,931,24.88,3535.99,Марʼяна Бабиченко,AA9859AA,2024-06-26 16:00:00,2024-06-27 07:31:00,2024-06-27 08:48:23.059876,Доставлено
350,2023-12-10,Вантажівка,Склад,962,719,6.95,3759.67,Валерій Охримович,AA2375AA,2023-12-10 12:00:00,2023-12-10 23:59:00,2023-12-10 23:33:14.860406,Доставлено
351,2023-10-14,Вантажівка,Склад,790,624,22.04,3984.24,добродійка Алла Хорішко,AA2714AA,2023-10-14 07:00:00,2023-10-14 17:24:00,2023-10-14 19:21:55.957060,Заплановано
352,2023-09-15,Мікроавтобус,Склад,131,584,9.58,4136.38,Роксолана Бабійчук,AA8672AA,2023-09-15 15:00:00,2023-09-16 00:44:00,2023-09-16 03:44:08.195140,Затримка
353,2023-03-08,Легковий автомобіль,Виробництво,1149,392,16.21,1907.6,Оксана Батіг,AA1773AA,2023-03-08 11:00:00,2023-03-08 17:32:00,2023-03-08 17:48:10.672619,Заплановано
354,2023-02-02,Мікроавтобус,Виробництво,352,131,19.87,2393.55,Христина Єрченко,AA2934AA,2023-02-02 06:00:00,2023-02-02 08:11:00,2023-02-02 09:10:36.219816,Заплановано
355,2024-04-25,Легковий автомобіль,Постачальник,1479,842,14.18,2744.27,Гліб Івасюк,AA1534AA,2024-04-25 11:00:00,2024-04-26 01:02:00,2024-04-26 02:39:07.952861,Доставлено
356,2024-10-21,Мікроавтобус,Постачальник,610,701,23.61,1937.27,Трохим Медведенко,AA8665AA,2024-10-21 13:00:00,2024-10-22 00:41:00,2024-10-22 04:32:17.787382,Затримка
357,2024-02-19,Мікроавтобус,Склад,1440,149,28.89,2506.22,Дан Рудько,AA4664AA,2024-02-19 13:00:00,2024-02-19 15:29:00,2024-02-19 19:44:00.610099,Затримка
358,2023-03-16,Вантажівка,Постачальник,172,674,28.91,3970.11,Любов Дахно,AA5721AA,2023-03-16 21:00:00,2023-03-17 08:14:00,2023-03-17 08:17:45.778746,В дорозі
359,2024-08-10,Легковий автомобіль,Клієнт,161,806,18.66,2139.66,Маруся Іщенко,AA7265AA,2024-08-10 15:00:00,2024-08-11 04:26:00,2024-08-11 06:31:25.241548,Затримка
360,2023-05-13,Фура,Виробництво,64,863,18.07,1583.45,Ліза Дрозденко,AA7387AA,2023-05-13 22:00:00,2023-05-14 12:23:00,2023-05-14 16:35:21.053824,Затримка
361,2023-11-11,Вантажівка,Виробництво,391,799,11.61,4616.25,пан Данило Вівчаренко,AA9803AA,2023-11-11 01:00:00,2023-11-11 14:19:00,2023-11-11 17:12:10.899320,Затримка
362,2023-10-15,Фура,Склад,165,868,13.85,680.48,Франц Пушкар,AA3941AA,2023-10-15 04:00:00,2023-10-15 18:28:00,2023-10-15 22:37:00.470675,Затримка
363,2023-06-30,Фура,Виробництво,514,612,5.39,4038.1,Андрій Голобородько,AA3743AA,2023-06-30 21:00:00,2023-07-01 07:12:00,2023-07-01 08:28:49.172140,Доставлено
364,2023-07-01,Вантажівка,Склад,1415,850,5.44,3172.16,Ліза Стельмах,AA3283AA,2023-07-01 18:00:00,2023-07-02 08:10:00,2023-07-02 09:59:38.663472,Доставлено
365,2023-07-15,Вантажівка,Постачальник,1375,954,24.5,3464.44,Клавдія Даньків,AA9138AA,2023-07-15 06:00:00,2023-07-15 21:54:00,2023-07-15 23:10:53.056586,Доставлено
366,2023-06-12,Фура,Виробництво,147,6,12.49,3436.18,Аркадій Бебешко,AA9946AA,2023-06-12 20:00:00,2023-06-12 20:06:00,2023-06-13 00:41:39.636659,Затримка
367,2023-09-13,Вантажівка,Склад,670,540,26.46,1743.69,Орина Гаврюшенко,AA2065AA,2023-09-13 07:00:00,2023-09-13 16:00:00,2023-09-13 16:29:50.309830,В дорозі
368,2024-04-22,Мікроавтобус,Склад,182,348,23.01,3163.26,Штокало Тимофій Микитович,AA4894AA,2024-04-22 09:00:00,2024-04-22 14:48:00,2024-04-22 14:39:57.497311,Доставлено
369,2023-07-02,Мікроавтобус,Постачальник,49,206,12.87,1592.61,Марія Масляк,AA3078AA,2023-07-02 06:00:00,2023-07-02 09:26:00,2023-07-02 11:01:48.867272,В дорозі
370,2023-04-20,Мікроавтобус,Склад,1485,700,11.42,3499.86,пан Веніямин Копитко,AA7779AA,2023-04-20 18:00:00,2023-04-21 05:40:00,2023-04-21 06:03:32.810696,В дорозі
371,2024-07-09,Мікроавтобус,Клієнт,83,971,14.6,823.53,Петлюра Єфрем Омелянович,AA7058AA,2024-07-09 07:00:00,2024-07-09 23:11:00,2024-07-10 00:19:53.623655,В дорозі
372,2024-09-27,Мікроавтобус,Виробництво,648,702,23.41,4290.21,Єлисавета Штокало,AA8205AA,2024-09-27 00:00:00,2024-09-27 11:42:00,2024-09-27 12:54:08.450833,В дорозі
373,2023-08-20,Вантажівка,Виробництво,64,727,23.97,1227.23,Богодар Александренко,AA9139AA,2023-08-20 03:00:00,2023-08-20 15:07:00,2023-08-20 19:37:26.908191,Затримка
374,2023-12-04,Вантажівка,Склад,669,645,22.91,3949.84,Василина Власюк,AA5249AA,2023-12-04 19:00:00,2023-12-05 05:45:00,2023-12-05 08:41:17.509795,Затримка
375,2024-03-04,Фура,Постачальник,4,344,19.28,2617.03,Захар Абрамчук,AA2133AA,2024-03-04 11:00:00,2024-03-04 16:44:00,2024-03-04 20:22:44.441840,Затримка
376,2024-11-19,Мікроавтобус,Склад,1307,255,7.37,2170.08,Аліна Рубан,AA6877AA,2024-11-19 11:00:00,2024-11-19 15:15:00,2024-11-19 16:01:35.709627,Доставлено
377,2024-02-11,Фура,Постачальник,1434,106,15.02,1921.17,Пантелеймон Коваленко,AA9094AA,2024-02-11 12:00:00,2024-02-11 13:46:00,2024-02-11 14:43:18.602252,Заплановано
378,2024-08-31,Легковий автомобіль,Постачальник,1465,189,16.22,4281.2,Омелян Бараник,AA5457AA,2024-08-31 14:00:00,2024-08-31 17:09:00,2024-08-31 19:00:01.327469,В дорозі
379,2023-09-18,Вантажівка,Склад,1429,644,27.02,4658.82,пан Омелян Шморгун,AA8173AA,2023-09-18 06:00:00,2023-09-18 16:44:00,2023-09-18 17:35:00.447184,Доставлено
380,2024-01-09,Мікроавтобус,Склад,1013,519,5.69,4079.05,Роман Гузенко,AA7122AA,2024-01-09 00:00:00,2024-01-09 08:39:00,2024-01-09 09:27:36.987438,Доставлено
381,2023-01-20,Мікроавтобус,Склад,737,767,16.54,899.75,Еріка Терещук,AA2581AA,2023-01-20 01:00:00,2023-01-20 13:47:00,2023-01-20 14:09:29.225769,В дорозі
382,2024-03-16,Вантажівка,Виробництво,795,719,18.17,796.97,Георгій Жученко,AA6989AA,2024-03-16 16:00:00,2024-03-17 03:59:00,2024-03-17 07:23:48.915177,Затримка
383,2023-04-21,Легковий автомобіль,Виробництво,196,344,12.6,1441.62,Ґерета Максим Алевтинович,AA5507AA,2023-04-21 03:00:00,2023-04-21 08:44:00,2023-04-21 08:56:43.350809,Доставлено
384,2024-01-04,Мікроавтобус,Виробництво,448,190,14.44,1433.94,Леон Титаренко,AA5795AA,2024-01-04 16:00:00,2024-01-04 19:10:00,2024-01-04 19:52:25.416983,В дорозі
385,2024-05-17,Фура,Виробництво,167,929,27.69,4304.51,Ада Величко,AA9054AA,2024-05-17 07:00:00,2024-05-17 22:29:00,2024-05-17 23:15:51.406364,Доставлено
386,2024-03-17,Вантажівка,Склад,1124,482,25.71,2405.85,Гордій Вітрук,AA1459AA,2024-03-17 23:00:00,2024-03-18 07:02:00,2024-03-18 08:16:33.898485,В дорозі
387,2023-11-15,Фура,Виробництво,1378,917,18.55,3836.21,Світлана Литвин,AA9439AA,2023-11-15 08:00:00,2023-11-15 23:17:00,2023-11-16 01:44:46.323101,Затримка
388,2023-01-14,Фура,Постачальник,47,679,28.07,2665.32,Альбіна Скоробогатько,AA8325AA,2023-01-14 07:00:00,2023-01-14 18:19:00,2023-01-14 17:54:53.972255,Доставлено
389,2024-01-02,Легковий автомобіль,Виробництво,158,271,29.64,3528.13,Софія Цибуленко,AA1684AA,2024-01-02 06:00:00,2024-01-02 10:31:00,2024-01-02 10:51:18.987477,Доставлено
390,2023-07-17,Вантажівка,Клієнт,588,853,14.76,4655.57,Юхименко Данило Миронович,AA4518AA,2023-07-17 18:00:00,2023-07-18 08:13:00,2023-07-18 08:12:42.337572,Заплановано
391,2023-05-15,Фура,Клієнт,748,584,21.0,1858.8,Соломія Акименко,AA3264AA,2023-05-15 15:00:00,2023-05-16 00:44:00,2023-05-16 04:34:58.387098,Затримка
392,2024-11-21,Фура,Склад,1069,782,10.86,2982.58,Розалія Ґерус,AA3775AA,2024-11-21 21:00:00,2024-11-22 10:02:00,2024-11-22 12:18:03.126016,Затримка
393,2023-03-15,Легковий автомобіль,Склад,610,493,25.48,2318.86,Заруба Трохим Віталійович,AA3002AA,2023-03-15 08:00:00,2023-03-15 16:13:00,2023-03-15 17:03:49.318513,Доставлено
394,2023-03-01,Мікроавтобус,Склад,190,865,16.3,4372.5,Тимченко Володимир Васильович,AA9939AA,2023-03-01 17:00:00,2023-03-02 07:25:00,2023-03-02 08:58:24.053213,Заплановано
395,2024-03-04,Мікроавтобус,Виробництво,453,220,16.92,1794.74,Павло Усик,AA2550AA,2024-03-04 02:00:00,2024-03-04 05:40:00,2024-03-04 05:19:26.579710,Доставлено
396,2024-03-09,Фура,Склад,1447,126,6.02,1617.25,Оксана Гупало,AA3818AA,2024-03-09 09:00:00,2024-03-09 11:06:00,2024-03-09 13:06:49.332483,Затримка
397,2023-07-01,Мікроавтобус,Виробництво,1369,384,18.54,1559.25,Вʼячеслав Закусило,AA6597AA,2023-07-01 06:00:00,2023-07-01 12:24:00,2023-07-01 12:45:33.835679,Доставлено
398,2023-11-05,Легковий автомобіль,Постачальник,366,161,20.7,2911.85,Корбут Анастасія Остапівна,AA2573AA,2023-11-05 21:00:00,2023-11-05 23:41:00,2023-11-06 03:34:56.288828,Затримка
399,2024-11-09,Легковий автомобіль,Склад,402,595,5.28,3716.28,Пилип Єременко,AA9585AA,2024-11-09 05:00:00,2024-11-09 14:55:00,2024-11-09 14:47:40.411100,Заплановано
400,2024-02-15,Мікроавтобус,Виробництво,499,527,18.0,2545.61,Федір Петрик,AA6894AA,2024-02-15 15:00:00,2024-02-15 23:47:00,2024-02-16 01:07:42.866606,Заплановано
401,2023-12-12,Вантажівка,Склад,907,69,15.2,2518.03,Ірена Бевз,AA5451AA,2023-12-12 07:00:00,2023-12-12 08:09:00,2023-12-12 09:43:48.045665,Заплановано
402,2024-08-01,Фура,Виробництво,1200,812,9.97,3230.12,Ліза Скопенко,AA4733AA,2024-08-01 11:00:00,2024-08-02 00:32:00,2024-08-02 01:58:36.131454,Заплановано
403,2023-04-09,Легковий автомобіль,Постачальник,54,993,14.61,3790.58,Ганна Чумак,AA1379AA,2023-04-09 15:00:00,2023-04-10 07:33:00,2023-04-10 07:15:08.766764,Доставлено
404,2024-01-05,Фура,Виробництво,34,589,16.73,4230.95,Геннадій Черненко,AA7637AA,2024-01-05 04:00:00,2024-01-05 13:49:00,2024-01-05 13:40:11.915254,В дорозі
405,2024-10-21,Фура,Виробництво,1409,645,28.49,4099.38,Опанас Їжак,AA3436AA,2024-10-21 22:00:00,2024-10-22 08:45:00,2024-10-22 11:23:46.322160,Затримка
406,2024-04-29,Фура,Клієнт,594,883,19.85,4473.03,Вадим Малик,AA4468AA,2024-04-29 21:00:00,2024-04-30 11:43:00,2024-04-30 12:08:58.397450,Доставлено
407,2023-09-22,Фура,Склад,158,138,21.12,953.87,пані Ольга Оніщук,AA4088AA,2023-09-22 09:00:00,2023-09-22 11:18:00,2023-09-22 12:50:09.360368,Заплановано
408,2023-10-24,Легковий автомобіль,Склад,1023,249,6.76,2254.91,Бараник Павло Ярославович,AA7438AA,2023-10-24 08:00:00,2023-10-24 12:09:00,2023-10-24 16:48:39.506497,Затримка
409,2023-05-11,Мікроавтобус,Склад,448,479,17.95,3531.3,панна Богданна Токар,AA2769AA,2023-05-11 08:00:00,2023-05-11 15:59:00,2023-05-11 20:26:58.302599,Затримка
410,2023-11-29,Вантажівка,Клієнт,476,990,10.59,1255.44,Мілена Затовканюк,AA9395AA,2023-11-29 14:00:00,2023-11-30 06:30:00,2023-11-30 07:17:38.185569,В дорозі
411,2023-04-30,Легковий автомобіль,Склад,626,986,12.03,819.8,Богуслав Ільченко,AA8368AA,2023-04-30 15:00:00,2023-05-01 07:26:00,2023-05-01 09:30:33.222135,Затримка
412,2024-12-03,Легковий автомобіль,Постачальник,98,325,27.56,2624.01,Леон Ємельяненко,AA4829AA,2024-12-03 19:00:00,2024-12-04 00:25:00,2024-12-04 01:03:04.209480,Заплановано
413,2023-01-31,Вантажівка,Склад,712,303,12.4,4076.01,Олег Вдовиченко,AA2462AA,2023-01-31 15:00:00,2023-01-31 20:03:00,2023-01-31 21:06:29.834042,В дорозі
414,2024-10-14,Легковий автомобіль,Клієнт,633,611,23.99,2087.84,Андрій Назаренко,AA6901AA,2024-10-14 00:00:00,2024-10-14 10:11:00,2024-10-14 12:02:11.854497,В дорозі
415,2024-04-28,Мікроавтобус,Постачальник,1066,899,29.46,3691.95,Корж Пантелеймон Богодарович,AA7470AA,2024-04-28 12:00:00,2024-04-29 02:59:00,2024-04-29 03:26:07.063389,В дорозі
416,2024-11-28,Легковий автомобіль,Склад,1479,828,18.38,2326.19,Варвара Лисенко,AA5402AA,2024-11-28 06:00:00,2024-11-28 19:48:00,2024-11-29 00:02:44.528134,Затримка
417,2024-06-03,Мікроавтобус,Склад,700,890,6.27,729.44,Марина Ємельяненко,AA2331AA,2024-06-03 19:00:00,2024-06-04 09:50:00,2024-06-04 12:51:48.569462,Затримка
418,2023-01-11,Вантажівка,Постачальник,794,643,24.65,3688.36,Августин Яценюк,AA8707AA,2023-01-11 20:00:00,2023-01-12 06:43:00,2023-01-12 06:32:43.644554,Заплановано
419,2024-07-24,Фура,Клієнт,780,918,16.91,1743.38,Давид Девдюк,AA6498AA,2024-07-24 21:00:00,2024-07-25 12:18:00,2024-07-25 13:21:38.009188,В дорозі
420,2024-01-07,Фура,Виробництво,1465,581,5.21,4208.18,Тетяна Данченко,AA9719AA,2024-01-07 16:00:00,2024-01-08 01:41:00,2024-01-08 04:43:33.193734,Затримка
421,2023-10-16,Легковий автомобіль,Виробництво,1366,465,20.11,4273.4,добродій Аврелій Мірошниченко,AA6437AA,2023-10-16 03:00:00,2023-10-16 10:45:00,2023-10-16 12:40:45.050699,Заплановано
422,2024-03-17,Вантажівка,Склад,1188,820,13.92,2331.03,Герман Вітер,AA7888AA,2024-03-17 14:00:00,2024-03-18 03:40:00,2024-03-18 04:15:57.721211,Доставлено
423,2024-07-16,Легковий автомобіль,Клієнт,391,445,6.81,2838.56,Оксана Михайлюк,AA4743AA,2024-07-16 20:00:00,2024-07-17 03:25:00,2024-07-17 04:37:03.089902,Заплановано
424,2024-08-12,Мікроавтобус,Склад,305,248,19.14,794.16,Михайлина Товстоліс,AA9736AA,2024-08-12 09:00:00,2024-08-12 13:08:00,2024-08-12 15:57:45.880449,Затримка
425,2023-10-15,Легковий автомобіль,Клієнт,211,283,12.48,2503.41,Ліза Гайдамака,AA4369AA,2023-10-15 08:00:00,2023-10-15 12:43:00,2023-10-15 13:38:46.761807,Доставлено
426,2024-12-18,Вантажівка,Постачальник,295,383,17.28,3333.19,Михайлина Байрак,AA1618AA,2024-12-18 07:00:00,2024-12-18 13:23:00,2024-12-18 16:42:19.806559,Затримка
427,2023-04-02,Фура,Склад,1074,587,18.4,2508.61,добродійка Лариса Бабич,AA4766AA,2023-04-02 13:00:00,2023-04-02 22:47:00,2023-04-03 00:23:31.114536,Доставлено
428,2023-12-25,Мікроавтобус,Склад,427,473,14.62,3355.63,добродій Орест Швачко,AA6971AA,2023-12-25 08:00:00,2023-12-25 15:53:00,2023-12-25 16:24:25.464747,В дорозі
429,2024-07-13,Легковий автомобіль,Клієнт,794,213,17.66,2374.18,Оксенія Перепелиця,AA9189AA,2024-07-13 07:00:00,2024-07-13 10:33:00,2024-07-13 10:29:27.114876,Доставлено
430,2024-12-04,Мікроавтобус,Склад,546,235,11.06,586.89,Аніта Яценюк,AA4082AA,2024-12-04 00:00:00,2024-12-04 03:55:00,2024-12-04 03:54:49.601123,Заплановано
431,2024-04-14,Легковий автомобіль,Постачальник,1148,542,9.66,1157.55,Єва Фоменко,AA1998AA,2024-04-14 11:00:00,2024-04-14 20:02:00,2024-04-14 21:28:23.724160,Заплановано
432,2023-09-30,Легковий автомобіль,Постачальник,708,790,23.77,630.95,Лілія Мазур,AA7089AA,2023-09-30 03:00:00,2023-09-30 16:10:00,2023-09-30 18:01:07.836950,Заплановано
